date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:41:01	127/127	---MC-	200	added ('OK')	text/plain	date:Mon,%2013%20Jan%202025%2000:41:01%20GMT	https://jawatanpengakutanjalan.com/robots.txt		(from )
07:41:01	141053/141053	---MC-	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2000:41:01%20GMT	https://jawatanpengakutanjalan.com/	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/index.html	(from )
07:41:02	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2013%20Jan%202025%2000:41:02%20GMT	https://jawatanpengakutanjalan.com/xmlrpc.php	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/xmlrpc.php	(from https://jawatanpengakutanjalan.com/)
07:41:02	7223/7223	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:00:19%20GMT	https://jawatanpengakutanjalan.com/wp-content/themes/sydney/css/bootstrap/bootstrap.min.css?ver=1	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/themes/sydney/css/bootstrap/bootstrap.min68b3.css	(from https://jawatanpengakutanjalan.com/)
07:41:02	1339/1339	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:00:28%20GMT	https://jawatanpengakutanjalan.com/wp-content/themes/sydney/style.css?ver=20230821	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/themes/sydney/style8bc1.css	(from https://jawatanpengakutanjalan.com/)
07:41:02	10196/10196	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:00:19%20GMT	https://jawatanpengakutanjalan.com/wp-content/themes/sydney/css/components/elementor.min.css?ver=20220824	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/themes/sydney/css/components/elementor.min2443.css	(from https://jawatanpengakutanjalan.com/)
07:41:02	49228/49228	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:00:19%20GMT	https://jawatanpengakutanjalan.com/wp-content/themes/sydney/css/styles.min.css?ver=20240307	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/themes/sydney/css/styles.mineb08.css	(from https://jawatanpengakutanjalan.com/)
07:41:03	60575/60575	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:10%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/frontend.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:03	16471/16471	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:50%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://jawatanpengakutanjalan.com/)
07:41:03	10260/10260	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:09%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:03	1108/1108	---M--	200	added ('OK')	text/css	date:Thu,%2021%20Nov%202024%2020:00:01%20GMT	https://jawatanpengakutanjalan.com/wp-content/uploads/elementor/css/post-15.css?ver=1732219201	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/uploads/elementor/css/post-15ec9e.css	(from https://jawatanpengakutanjalan.com/)
07:41:04	1585/1585	---MC-	200	added ('OK')	application/rss+xml	etag:%22d45d8fb2b503e6615d8ed05e572467fe%22	https://jawatanpengakutanjalan.com/feed/	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/feed/index.html	(from https://jawatanpengakutanjalan.com/)
07:41:04	254/254	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:12%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-image.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:04	9929/9929	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:11%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-icon-list.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:04	600/600	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:11%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-heading.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:04	2459/2459	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:12%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-image-gallery.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-image-gallery.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:05	1689/1689	---MC-	200	added ('OK')	application/rss+xml	etag:%22d45d8fb2b503e6615d8ed05e572467fe%22	https://jawatanpengakutanjalan.com/comments/feed/	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/comments/feed/index.html	(from https://jawatanpengakutanjalan.com/)
07:41:05	704/704	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:12%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-text-editor.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:05	10094/10094	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:11%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-icon-box.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:05	1868/1868	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:12%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-video.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:05	5085/5085	---M--	200	added ('OK')	text/css	date:Sun,%2017%20Nov%202024%2019:19:12%20GMT	https://jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.25.6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/plugins/elementor/assets/css/widget-nested-accordion.minf34d.css	(from https://jawatanpengakutanjalan.com/)
07:41:06	34081/34081	---M--	200	added ('OK')	text/css	date:Thu,%2021%20Nov%202024%2020:00:02%20GMT	https://jawatanpengakutanjalan.com/wp-content/uploads/elementor/css/post-6.css?ver=1732219202	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-content/uploads/elementor/css/post-6f34a.css	(from https://jawatanpengakutanjalan.com/)
07:41:06	87553/87553	---M--	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:22%20GMT	https://jawatanpengakutanjalan.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://jawatanpengakutanjalan.com/)
07:41:06	13577/13577	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://jawatanpengakutanjalan.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://jawatanpengakutanjalan.com/)
07:41:08	92408/92408	---MC-	200	added ('OK')	application/json	date:Mon,%2013%20Jan%202025%2000:41:08%20GMT	https://jawatanpengakutanjalan.com/wp-json/wp/v2/pages/6	C:/Users/ACER/Desktop/yunus/jawatanpengakutanjalan.com/wp-json/wp/v2/pages/6.json	(from https://jawatanpengakutanjalan.com/)
